person_id,title,firm,start_date,end_date,location
4408,Project Leader/ Developer/Software Specialist,DONOVAN DATA SYSTEMS - Open Systems,10/2007,11/2008,
4408,Project Leader/ Developer/Software Specialist,PRUDENTIAL FINANCIAL- Equity Group,1999,2007,
4409,Back-end Developer,Looking for one,09/16,Present,"Bronx, NY"
4409,Order Selector,IKEA,01/16,02/16,"Elizabeth, NJ"
4409,Forklift Operator,,04/14,12/15,
4409,"Club Attendant, Front desk Clerk",24 Hour Fitness,08/13,04/14,"New York, NY"
4409,Volunteer,GED Program,12/10,06/13,"Bronx, NY"
4409,Intern,The NY Times Production,01/12,06/12,"Flushing, NY 11354"
4409,Stock Person,Duane Reade,08/11,02/12,"New York, NY 10001"
4409,"Sales Person, Cashier, Stocker",MTT,12/08,07/11,"Bronx, NY"
4409,Nutter Farm Ln Kroger Distribution,,2000,2000,"Delaware, OH"
4410,Design Integrator ( Front End Developer),Microsoft,01/2016,Present,"Seattle, WA"
4410,Director of Web Development & Marketing,SIMmersion,08/2013,Present,"Columbia, MD"
4410,Owner/Operator,Red Raptor Designs,07/2009,Present,"Gambrills, MD"
4410,Cyber Software Engineer,Northrop Grumman,04/2008,03/2013,"Millersville, MD"
4410,Technical Assistant,"Sound Advice, LTD",03/2003,2008,"Gambrills, MD"
4410,Technician,Nordstrom INC,12/2005,07/2006,"Gambrills, MD"
4410,Server/Barista,Nordstrom INC,10/2005,07/2006,"Annapolis, MD"
4410,Sales Associate,The Sharper Image,12/2004,09/2005,"Annapolis, MD"
4411,Apprentice UX/UI Designer and Front-End Developer,Nashville Software School,08/2018,08/2019,"Nashville, TN"
4411,"IT Help Desk Specialist, Social Media, Online Marketer and Photographer",A&A Imports Inc,2018,2019,
4411,"Art Director, Senior Graphic Designer and Photographer",Mazinoor Lighting Industries Inc.,2004,2017,
4412,FRONT- END DEVELOPER/PROJECT COORDINATOR/SUPPORT SPECIALIST,JL SYSTEMS,10/2017,Present,"Springfield, VA"
4412,Website Consultant,NATIONAL MEDICAL ASSOCIATION,09/2016,Present,"Silver Spring, MD"
4412,Director of Web Operations,USTELECOM ASSOCIATION,10/2009,05/2017,"Washington, DC"
4412,Website Consultant,LAW OFFICES OF SEAN O'CONNELL,10/2016,12/2016,"Arlington, VA"
4412,Associate Director of Internet Services,AGC OF AMERICA,02/2005,08/2009,"Arlington, VA"
4412,Mapping Associate II,MICHAEL BAKER JR. INC,01/2001,01/2003,"Alexandria, VA"
4413,Front- end Developer,Visa Inc,10/2016,Present,"San Jose, CA"
4413,Front- end Developer,Econosoft Inc,01/2016,09/2016,"Sanjose, CA, US"
4414,Freelance Web Developer & Graphic Designer,DiMarC Designs,2008/01,Present,"San Diego, CA"
4414,Web Developer II,Bridgepoint Education,2013/12,2018/05,"San Diego, CA"
4414,Web Developer,Argen Corporation,2012/10,2013/12,"San Diego, CA"
4414,Software Engineer,"TechFlow, Inc",2011/05,2012/10,"San Diego, CA"
4414,Front End Solutions Engineer,ProFlowers,2011/02,2011/05,"San Diego, CA"
4414,Front End .NET Engineer,Callaway Golf,2010/10,2011/02,"Carlsbad, CA"
4414,Web Developer,Packet Video,2010/04,2011/02,"San Diego, CA"
4414,Software Engineer,Tapestry Solutions,2003/09,2008/06,"San Diego, CA"
4415,WordPress / Web Developer (Short Term Contract - In House),Winnipeg Blue Bombers,01/2019,Present,"Winnipeg, MB"
4415,Full Stack Web Developer (Full Time - In House),Brightworks,04/2012,12/2018,"Toronto, ON"
4415,Full Stack Developer (Full Time - In House),Richmond Day,07/2007,03/2012,"Toronto, ON"
4415,WordPress / Web Developer (Freelance - Remote),Extreme Pita,,,
4415,Front End / PHP Developer (Freelance - Remote),Kinglet Inc.,,,
4415,WordPress (Freelance - Remote),ShootDotEdit,,,
4415,WordPress / Magento (Freelance - Remote),Austin Bazaar,,,
4415,WordPress (Freelance - Remote),Kim Komando,,,
4415,Front End Developer (Freelance - Remote),Nite Nite,,,
4415,WordPress (Freelance - Remote),DigiVision Media,,,
4416,SharePoint Developer/Web Designer,BCMC Group LLC,04/2016,Present,"Falls Church, VA"
4416,SharePoint Developer,"Department of State - Office of Policy, Planning and Resources for Public Diplomacy and Public Affairs (R/PPR)",,,
4416,SharePoint Developer,Titania Solutions Group,10/2015,02/2016,"Warrenton, VA"
4416,"Web Designer/ Front-end Developer, SharePoint (SME)",NetServices LLC,02/2013,09/2015,"Reston, VA"
4416,Web/SharePoint Designer/ Developer,RSIS,11/2004,12/2012,"McLean, VA"
4416,Webmaster,Orchid Technologies & Management L.C,2003,2004,"Arlington, VA"
4416,Freelance Web Designer/ Developer,,2003,2003,
4416,Lead Web Designer/ Developer,InterPublishing Group,2001,2003,"Manassas, VA"
4417,Applications Developer / Web Designer,BRINKER WEB DESIGN,2008/00,Present,"Lakeway, TX"
4417,IT Administrator / Web Developer,Warm Audio,12/2018,05/2019,"Liberty Hill, TX"
4417,Web Developer,"CYNCH, INC",09/2015,10/2017,"Austin, TX"
4417,Front End Web Developer,NCSOFT,04/2015,10/2015,"Aliso Viejo, CA"
4417,Senior Integrated Marketing Specialist / IT Support / Web Developer / Storefront Manager,WESTAMERICA COMMUNICATIONS,08/2011,04/2015,"Lake Forest, CA"
4417,Webmaster,CHANSON WATER,05/2011,08/2011,"Laguna Hills, CA"
4418,Principal UI/ UX Designer,Florida Blue,08/2017,Present,"Jacksonville, FL"
4418,eDar Principal UXD Consultant,Florida Blue - GuideWell Company,08/2017,08/2017,"Jacksonville, FL, USA"
4418,Lead UI/ UX Designer,Start the Cure,03/2017,08/2017,"Los Angeles, CA, USA"
4418,UI/ UX Principal Consultant,Harman Connected Services,03/2017,03/2017,"Redmond, WA, USA"
4418,Lead Front- End UI Developer,Harman Connected Services,12/2016,02/2017,
4418,Lead UX/ UI Designer,Harman Connected Services,05/2015,11/2016,
4418,Lead UX/ UI Designer & Developer,Harman Connected Services,04/2012,10/2016,
4418,UX/ UI Design Architect,Harman Connected Services,01/2016,06/2016,
4418,UX/ UI Design Architect,Harman Connected Services,06/2015,12/2015,
4418,Lead UX/ UI Designer & Front- End UI Developer,Harman Connected Services,01/2013,12/2015,
4418,Lead UI/ UX Designer,Harman Connected Services,02/2015,07/2015,
4418,UX/ UI Design Architect,Aditi Technologies,06/2014,03/2015,
4418,UX/ UI Designer & Front- End UI Developer,Harman Connected Services,12/2013,01/2015,
4418,Lead UI/ UX Designer & Front- End UI Developer,Harman Connected Services,03/2012,09/2014,
4418,Senior Interaction Designer,SourceN Inc,03/2011,03/2011,India
4418,Interactive Prototypes,,08/2007,08/2007,
4418,Senior Web Developer,Graf Publishing Pvt Ltd,08/2006,07/2007,India
4418,Flash Designer,Dot Com Infoway,05/2005,07/2006,India
4418,Patent Designer,Ananth Technologies,07/2004,02/2005,India
4419,Web Content Coordinator,15th Judicial Court,01/2017,Present,"West Palm Beach, FL"
4419,Co-owner,"E.I.C.C., Inc",07/1996,Present,"West Palm Beach, FL"
4419,Front End Developer,Oreck LLC,09/2011,05/2014,"Nashville, TN"
4419,Developer / Project Manager,Horton Group,03/2010,09/2011,"Nashville, TN"
4419,Adjunct Instructor,Art Institute of Nashville,01/2009,12/2009,
4419,Adjunct Instructor,Draughon's Junior College,08/2008,,
4419,UI / Web Designer,Zapfire Communications,05/2007,09/2008,
4419,UI / Web Designer,Horton Group,01/2007,05/2007,"Nashville, TN"
4419,Designer,"Digital Dog, Inc",09/2005,12/2006,"Nashville, TN"
4419,Communications Director / Webmaster,"J&J Music, Inc",1983,2005,"Chickasaw, AL"
4420,ENTERPRISE WIDE WEBMASTER,SHERWIN-WILLIAMS,2014,Present,"Warrensville Heights, OH"
4420,FRONT END DEVELOPER,THINGS REMEMBERED,2012,2014,"Highland Heights, OH"
4420,WEB GRAPHIC DESIGNER,NETWORK TECHNOLOGIES INC,2010,2012,"Aurora, OH"
4420,HEAD OF COMMUNICATIONS AND DESIGN,GRIFFITHS HEALTHCARE GROUP,2006,2010,"Rocky River, OH"
4421,Web Designer / Developer,Advanced Flow Engineering // aFe Power,07/17,Present,"Riverside, CA"
4421,Senior Front End Developer,TravisMathew Apparel,09/15,07/17,
4421,Contract Front End Developer,Guitar Center Corporate,05/12,10/15,
4421,Web Designer/ Developer,"Affliction Clothing - Seal Beach, CA",05/11,09/15,"Seal Beach, CA"
4421,Front End Developer + Interface Design,Image Display Group,01/08,05/11,
4421,Marketing Design + Rich Application Development,Gorilla Nation Media / Atomic Online,04/06,01/08,
4422,Front End Developer,"Gartner, Inc",2015/01,2017/01,"Stamford, CT"
4422,Interface Developer/Manager,"Gartner, Inc",2011/01,2014/01,"Stamford, CT"
4422,Interaction Designer,"Gartner, Inc",2000/01,2010/01,"Stamford, CT"
4422,Web Developer,"MicroWarehouse, Inc",1997/01,1999/01,"Norwalk, CT"
4423,Senior Software Engineer & Service Manager,Dish Network,05/2017,Present,"Midvale, UT"
4423,Senior Web Developer,The Grace Company,06/2013,01/2017,
4423,Senior Web Developer & Service Manager,The Advocates Driggs Bills & Day,08/2011,08/2011,
4423,Senior Web Developer,TheColorRun,05/2010,08/2011,
4423,PHP & Mobile Web Developer,XANY,04/2009,05/2010,
4423,Web Designer / Front-end Developer,Vault Denim,08/2007,03/2009,
4423,Web Developer / Internet Software Engineer,SEO.com,01/2005,08/2007,
4424,Front- End Developer,Experis IT Private Limited,05/2017,08/2017,"Chennai, Tamil Nadu"
4424,Front- End Developer,Experis IT Private Limited,06/2016,05/2017,"Chennai, Tamil Nadu"
4424,Front- End Developer,Vardhaman Student Accounts,08/2015,05/2016,"Hyderabad, Telangana"
4425,Front End Developer,Free lance self employed,10/2017,Present,"Warsaw, Poland"
4425,Front End Developer,ARPI Network,10/2016,10/2017,"Warsaw, Poland"
4426,Cyber Security Specialist | Cleared | CEH | Sec+,Defense Commissary Agency (DeCA),2019,Present,"Fort Lee, VA"
4426,Web/SharePoint Developer,Summit Technologies,2018,2019,"Fort Lee, VA"
4426,IT Administrator / Tier II End User Support,Expiris/The Greater Richmond ARC,2018,2018,"Richmond, VA"
4426,Freelance Web Developer/IT Technical Specialist,"Horizon Industries, Ltd., and Experis",2008,2018,"Richmond, VA"
4426,Web Content Manager,Capital One,2016,2017,
4426,Marketing Web Developer,Capital One,2014,2016,
4426,Front- End Developer,Net Search Digital Marketing,2010,2011,"Richmond, VA"
4427,Web Content Specialist,Tormach,03/17,Present,"Watertown, WI"
4427,Online Support Manager,Discover Mediaworks,11/16,Present,
4427,Front End Web Developer,Discover Mediaworks,02/16,10/16,
4427,Web and Content Intern,American Family Insurance National Headquarters,05/15,02/16,
4427,DSP - Direct Support Professional,Bethesda Lutheran Homes,2013,05/15,"Watertown, WI"
4427,Special Education Paraprofessional,Hartland Lakeside School District,1993,2013,
4428,Front End Web Developer,Self-Exmployed,2018/06,Present,"Phoenix, AZ"
4428,Warehouse Specialist,Synovos,2018/06,2019/05,"Glendale, CA"
4428,Eurasia Regional Coordinator,WYATT Communications,2018/01,2019/04,"Los Angeles, CA"
4428,General worker,NAVI Pacific Construction,2017/09,2018/01,"Phoenix, AZ"
4428,Flight Attendant,Ukraine International Airlines,2016/06,2017/07,Kiev
4428,"Bartender, Waiter",Sea Side Hotel,2015/05,2015/10,Crete Island
4428,Waiter,MSC Orchestra (cruise ship),2014/08,2015/02,
4428,Professional swimmer,Dvorec Podvodnogo Sporta,2000/10,2008/12,Kiev
4429,"Visual, Graphic, Web Designer, Webmaster",Harriman,01/2016,Present,"Boston, MA"
4429,Web and Marketing Designer and Front-End Developer,"Active Data, Inc",06/2014,06/2015,"Bethlehem, PA"
4429,"Director, Graphic and Web Design Department",Boston University Center for Digital Imaging Arts,04/2008,05/2014,"Waltham, MA"
4429,Independent Contractor,Peter Kery,09/2000,03/2008,"Philadelphia, PA, Boston, MA"
4430,Product Owner,Visa,03/2019,Present,"Austin, TX"
4430,IT Product Owner,Citigroup,03/2018,03/2019,"Dallas, TX"
4430,Digital Product Owner,JPMorgan Chase,08/2016,03/2018,"Cincinnati, OH"
4430,Agile Business Analyst,Verizon Wireless,10/2014,08/2016,"Ashburn, VA"
4430,Agile Business Analyst,CIB BANK,09/2010,02/2014,"Cairo, EG"
4430,SR Front End Developer,International IT,09/2003,01/2007,"Cairo, EG"
4431,Senior Applications Developer,Tesla,2018/,Present,"Fremont, CA"
4431,Lead Developer,Fly Holdings,2017/,2017/,"Foster City, CA"
4431,Technical Lead - Core Team,"Travana, Inc",2016/,2017/,"San Francisco, CA"
4431,Senior Software Developer,Stanford University,2013/,2016/,"Stanford, CA"
4431,Software Engineer,"The Coast Distribution System, Inc",2013/,2013/,"Morgan Hill, CA"
4431,Consultant,Pariveda Solutions,2012/,2013/,"San Francisco, CA"
4431,ASP.NET (C#) / Front End Web Developer,MicroD Inc,2010/,2012/,"Charlotte, NC"
4431,Office Manager / IT Consultant,It's Your World - Travel,2006/,2010/,"Seattle, WA"
4431,English Teacher,JET Programme,2005/,2006/,
4432,Principal Digital Architect,Inner Optics LLC,05/2018,Present,"Lake Oswego, OR"
4432,Director of Ecommerce,Guitar Center / Musician's Friend,03/2016,08/2017,"Westlake Village, CA"
4432,Web Development Manager,Guitar Center / Musician's Friend,03/2012,03/2016,"Westlake Village, CA"
4432,Front-End Developer,Musician's Friend,08/2010,12/2011,"Westlake Village, CA"
4432,Senior Full Stack Developer,Tickets Oregon,01/2009,08/2010,"Portland, OR"
4432,Core Team Developer,Concrete5 CMS,08/2007,05/2010,"Portland, OR"
4433,Internet Marketing Specialist,Barona Resort & Casino,12/12,Present,"Lakeside, CA"
4433,Freelance Contractor,G Media,02/09,Present,
4433,Front end Web Developer,Intuit,05/12,09/12,"San Diego, CA"
4433,Web Designer,AJ USA,05/10,10/10,"San Diego, CA"
4433,Content Manager,Competitor Group Inc.,07/09,09/09,"San Diego, CA"
4433,Marketing Web Designer,Anonymizer,05/07,01/09,"San Diego, CA"
4433,Web Designer,Sitelab International,06/04,03/07,"San Diego, CA"
4434,Developer / Architect,Short-term Contracts,08/2016,Present,"San Francisco, CA"
4434,Lead UI Developer,MarketShare,11/2014,04/2016,"Los Angeles, CA"
4434,Senior JavaScript Engineer,SOA Software,08/2014,10/2014,"Los Angeles, CA"
4434,Front-End Development Manager,Accenture Interactive,08/2013,03/2014,"Los Angeles, CA"
4434,Senior UI Developer,"iCrossing, Inc",04/2012,05/2013,"Santa Monica, CA"
4434,Lead UI Developer,SweetyHigh.com,11/2011,03/2012,"Manhattan Beach, CA"
4434,Senior UI Developer,Sony Network Entertainment,05/2011,09/2011,"Los Angeles, CA"
4434,Sr. Web Developer,Experian Interactive Media,07/2010,03/2011,"Los Angeles, CA"
4434,CMS Consultant,Cedars-Sinai Medical Center,09/2009,06/2010,"Los Angeles, CA"
4434,Web Developer (Consultant / Lead / Manager),People Magazine,08/2000,12/2008,"New York, NY"
4434,Web Developer (Consultant / Lead / Manager),Advance Internet,,,"Jersey City, NJ"
4434,Web Developer (Consultant / Lead / Manager),Thermo Fisher Scientific,,,New York City
4434,Web Developer (Consultant / Lead / Manager),Various Clients,,,"Washington, D.C."
4435,Front End Developer,Mumbai University,08/2013,04/2016,"San Jose, CA"
4435,Web Developer,Wegilant Net Solutions,08/2012,06/2013,
4436,Software Architect and Senior Manager Software Development,Advantage Rent A Car,04/2016,Present,"Orlando, FL"
4436,Cloud Hosting Services - Owner,"Kanopy Apps Technologies, Inc.",06/2007,Present,
4436,Front End Developer - Contractor,Walt Disney World,08/2015,04/2016,
4436,Senior Developer and Project Lead,GotChosen,04/2014,08/2015,
4436,Senior Developer and Project Lead,Focos Innovations,12/2009,04/2014,
4436,Senior Developer,kanopysis.com,01/1996,12/2009,
4437,Asst. Director of Web and Software Development,"Quad Realty Investments, Inc.",03/2018,Present,"Boca Raton, FL"
4437,Full Stack Developer / SEO Analyst / Digital Marketing Consulting,EX Media Inc,05/2017,Present,"Miami, FL"
4437,Senior Web/Mobile Operation Developer and Speaker,iAnalyst Inc,10/2013,08/2017,"Miami, FL"
4437,Interim Director of Management Information Systems,Global United Limited,02/2009,06/2011,"Nassau, Bahamas"
4437,MIS Technician,Mediterranean Shipping Company,06/2003,07/2005,"Montreal, Canada / Freeport, Bahamas / Nassau, Bahamas"
4438,Sr. Web Developer,En X 2 Marketing,07/2019,Present,"Dallas, PA"
4438,Lead Front End Developer,Brandnexity,02/2019,06/2019,"Hazleton, PA"
4438,UX/UI Development Manager; Lead Front End Developer,Penn Foster College,04/2015,02/2019,"Scranton, PA"
4438,Web Developer and Front End jQuery Specialist,Mathway.com,01/2014,04/2015,
4438,Web Developer and Front End jQuery Specialist,fastpivot.com,2012,2014,
4438,Senior Web Developer,Solid Cactus,2005,2012,
4438,Technical Support Specialist,Network Solutions LLC,2004,2005,
4438,Intern,Internet Presentations Group,2002,2004,http://www.ipgwcu.org
4439,Remote Monitoring Engineer / Management Services,SeaChange International,2018/01,Present,"Acton, MA"
4439,Front End Web Developer / Graphic Designer,InstallerNet,2013/01,2017/01,"North Andover, MA"
4439,Senior Graphic Designer,Digital First Media,2008/01,2012/01,"Lowell, MA"
4439,Creative Services Manager,Media One New England,2004/01,2008/01,"Lowell, MA"
4439,Graphic Designer,Lowell Sun Newspaper,1998/01,2004/01,"Lowell, MA"
4440,Web Developer,"Glenn County - Willows, CA",08/2018,Present,"Rancho Cordova, CA"
4440,Web Developer,Mock-up pages for client approval,08/2005,Present,
4440,Web Designer & Developer,McCurnin Design,09/1998,Present,
4440,Front End Web Developer,Sacramento Regional Transit,10/2017,02/2018,
4441,ReactJS Developer,Bic Graphic,01/2017,Present,"Clearwater, FL"
4441,Angular front-end Developer,Parking Nexus,02/2015,12/2016,"San Francisco, CA"
4441,Web Developer,SouthWest Airlines,02/2014,01/2015,"Dallas, TX"
4441,Full Stack Web Developer,Charter Communications,01/2013,01/2015,"St. Louis, MO"
4441,Software Engineer,Covance,03/2010,12/2012,"San Diego, CA"
4441,Software Engineer,Bic Graphic,09/2008,02/2010,"Clearwater, FL"
4442,Lead Architect and Developer,Multibillion-dollar eCommerce,2018,Present,"Grand Rapids, MI"
4442,Lead Architect and Project Manager,Multimillion-dollar eCommerce,2017,2018,"Grand Rapids, MI"
4442,Lead Architect and Developer,Deloitte,2016,2017,"Grand Rapids, MI"
4442,Lead Architect and Developer,Jiseki Health,2016,2017,"Grand Rapids, MI"
4442,Principle UX Architect,Dell,2014,2016,"Grand Rapids, MI"
4442,Lead Front-End Web Architect,Novartis,2012,2014,"Grand Rapids, MI"
4442,Senior Software Architect,University of Texas,2011,2012,"Grand Rapids, MI"
4442,Senior Software Developer,Retail Sales ERP,2004,2011,"Grand Rapids, MI"
4442,Program Manager of Technology,Retail Sales ERP,1999,2003,"Grand Rapids, MI"
4442,Senior Database Developer,Retail Sales ERP,1997,1998,"Grand Rapids, MI"
4443,Front-end Developer,Crown Equipment Corporation,2017,Present,"Wapakoneta, OH"
4443,Web Design Administrator,Crown Equipment Corporation,2005,2017,
4443,Project Lead,Crown Equipment Corporation,2013,2013,
4443,Web Design and Photography,Crown Equipment Corporation,1999,2013,
4443,Web Designer,Crown Equipment Corporation,1997,2005,
4443,Graphic Designer,Crown Equipment Corporation,1992,1997,
4443,Lead Color Technician and Production Artist,"Graphtext, Inc",1990,1992,
4444,Application Support Specialist,Panasonic Energy of North America,06/19,Present,"Sparks, NV"
4444,Associate Developer,Capital Insurance Group,12/17,02/19,
4444,Desktop Support,Apex Systems and CompuCom Systems Inc,06/15,08/15,
4444,Computer Technician,,06/14,12/14,"Reno, NV"
4444,Shift Leader,Del Taco,10/10,12/12,"Sparks, NV"
